"Obs_NM","DA_Obs","SRC_obs","Use_region","Gauge_nm","data_tp","Lat","Lon","HYD_STATUS"
05PD033,7.8957,WSC,1,"LAKE 979 OUTFLOW NEAR KENORA",Discharge,49.6433349730306,-93.7275514896095,D
05PD034,7.9038,WSC,1,"LAKE 979 NEAR KENORA",Discharge,49.6430560366069,-93.7271507481085,D
05PD801,113.4027,WSC,1,"FALCON LAKE NEAR FALCON LAKE",Level,49.678472214721,-95.3136191380128,A
05PD802,22.9545,WSC,1,"MOOSE LAKE NEAR SPRAGUE",Level,49.1961807994044,-95.3346721609914,A
05PE001,69369.4521,WSC,1,"WINNIPEG RIVER BELOW KENORA POWERHOUSE",Level,49.7711995841935,-94.5253654258736,A
05PE003,69369.3657,WSC,1,"LAKE OF THE WOODS OUTLET AT BOAT LIFT CHANNEL",Discharge,49.7711699443375,-94.523284748992,D
05PE004,69369.3657,WSC,1,"LAKE OF THE WOODS OUTLET AT MILL 'C' KEEWATIN",Discharge,49.7711699443375,-94.523284748992,D
05PE005,69369.3657,WSC,1,"LAKE OF THE WOODS OUTLET AT MINK CREEK",Discharge,49.7711699443375,-94.523284748992,D
05PE006,69369.3657,WSC,1,"LAKE OF THE WOODS EASTERN OUTLET AT KENORA POWERHOUSE",Discharge/Level,49.7711699443375,-94.523284748992,A
05PE008,184.0626,WSC,1,"WINNIPEG RIVER WEST BRANCH, KEEWATIN RIVER BRIDGE",Discharge,49.7701913083822,-94.5495464222296,D
05PE009,70948.3509,WSC,1,"WINNIPEG RIVER AT MINAKI",Level,49.9902372044835,-94.6585020184534,A
05PE010,71379.756,WSC,1,"WINNIPEG RIVER AT WHITEDOG FALLS POWERHOUSE",Discharge,50.1157526479664,-94.8715495073039,D
05PE011,69369.3657,WSC,1,"LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.1",Discharge/Level,49.7711699443375,-94.523284748992,A
05PE012,69369.4521,WSC,1,"WINNIPEG RIVER BELOW NORMAN DAM AND POWERHOUSE",Level,49.7711995841935,-94.5253654258736,A
05PE014,69369.3657,WSC,1,"LAKE OF THE WOODS AT KEEWATIN",Level,49.7711699443375,-94.523284748992,A
05PE015,69369.3657,WSC,1,"WINNIPEG RIVER BELOW MILL A, KEEWATIN",Level,49.7711699443375,-94.523284748992,D
05PE016,69369.3657,WSC,1,"LAKE OF THE WOODS AT KENORA",Level,49.7711699443375,-94.523284748992,D
05PE020,69560.343,WSC,1,"WINNIPEG RIVER BELOW LAKE OF THE WOODS OUTLETS",Discharge,49.7842771449743,-94.5149273474191,A
05PE021,71438.067,WSC,1,"WINNIPEG RIVER AT WHITEDOG INDIAN RESERVE",Level,50.128881211099,-94.914439546248,D
05PE022,69572.493,WSC,1,"WINNIPEG RIVER ABOVE KIMBERLY RAPIDS",Level,49.7855286244465,-94.5269623978963,D
05PE023,69602.4504,WSC,1,"WINNIPEG RIVER AT WINNIPEG RIVER MARINA",Level,49.8114261837714,-94.5644236118601,D
05PE024,69609.6396,WSC,1,"WINNIPEG RIVER NEAR LOCKE BAY",Level,49.8293234200399,-94.5705029443554,D
05PE025,69800.0436,WSC,1,"WINNIPEG RIVER ABOVE THE DALLES",Level,49.8857338153633,-94.5515312961324,D
05PE026,69781.6944,WSC,1,"WINNIPEG RIVER ABOVE MYRTLE RAPIDS",Level,49.8692817068853,-94.5716916592426,D
05PE028,69555.7458,WSC,1,"WINNIPEG RIVER WESTERN CHANNEL NEAR TUNNEL ISLAND",Discharge/Level,49.7773932106283,-94.524322867906,A
05PE029,69369.3657,WSC,1,"LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.2",Level,49.7711699443375,-94.523284748992,A
05PE030,69369.3657,WSC,1,"LAKE OF THE WOODS WESTERN OUTLET ABOVE NORMAN DAM AND POWERHOUSE SITE NO.3",Level,49.7711699443375,-94.523284748992,A
05PF001,138091.9788,WSC,1,"WINNIPEG RIVER AT POINTE DU BOIS",Level,50.3033699803404,-95.5480576339526,D
05PF008,138129.0975,WSC,1,"WINNIPEG RIVER BELOW SLAVE FALLS",Discharge,50.2349463152203,-95.5571907520516,D
05PF015,-1,WSC,1,"WINNIPEG RIVER BELOW FOURTH FALLS, SEVEN SISTERS",Discharge,50.1188760599823,-96.0190912054947,D
05PF022,-1,WSC,1,"WINNIPEG RIVER AT TRAMWAY BRIDGE LAC DU BONNET",Level,50.2879019595079,-96.0014743283775,D
05PF044,-1,WSC,1,"WINNIPEG RIVER HEAD OF GRAND DU BONNET FALLS",Discharge,50.4377252873921,-95.9816120968208,D
05PF048,147296.2383,WSC,1,"WINNIPEG RIVER TAILRACE GREAT FALLS POWER PLANT",Level,50.4625125230345,-96.0065558073046,A
05PF051,137189.3445,WSC,1,"WINNIPEG RIVER ABOVE BOUNDARY FALLS",Discharge/Level,50.2130736932963,-95.0914720407021,A
05PF057,140226.705,WSC,1,"WINNIPEG RIVER HEAD WATER SEVEN SISTERS POWER PLANT",Level,50.1188764215097,-96.0169932715222,A
05PF060,144945.2727,WSC,1,"WINNIPEG RIVER AT WINNIPEG ELECTRIC DOCK, LAC DU BONNET",Level,50.2571663785256,-96.0439877789128,D
05PF062,144943.4007,WSC,1,"WINNIPEG RIVER AT LAC DU BONNET",Level,50.251234802844,-96.0477696133769,A
05PF063,138134.592,WSC,1,"WINNIPEG RIVER AT SLAVE FALLS",Discharge,50.222875852139,-95.5716156168672,A
05PF064,137919.8187,WSC,1,"WINNIPEG RIVER ABOVE LAMPREY FALLS",Discharge,50.3682945686395,-95.3397295353897,D
05PF065,113.3433,WSC,1,"DEAD CREEK NEAR LEE RIVER NORTH OF PINAWA",Discharge,50.2514543498384,-95.8869937300765,D
05PF068,147245.1093,WSC,1,"WINNIPEG RIVER AT MCARTHUR GENERATING STATION",Discharge,50.4016222385755,-95.9866958402408,A
05PF069,148768.6086,WSC,1,"WINNIPEG RIVER AT PINE FALLS GENERATING STATION",Discharge,50.5676875555364,-96.1770192182623,A
05PF070,140046.1398,WSC,1,"NUTIMIK LAKE AT NUTIMIK LAKE",Level,50.1701879612055,-95.6910254325776,A
05PF801,140137.1415,WSC,1,"MARGARET LAKE NEAR OTTER FALLS",Level,50.1436076932405,-95.874261599793,D
05PG001,904.122,WSC,1,"WHITESHELL RIVER AT OUTLET OF JESSICA LAKE",Discharge/Level,50.0351940248844,-95.5064689652705,A
05PG002,139.8834,WSC,1,"RENNIE RIVER NEAR RENNIE",Discharge,49.9288244283048,-95.5448598560974,D
05PG003,139.8501,WSC,1,"BRERETON LAKE NEAR RENNIE",Level,49.9282867425392,-95.5452832506215,D
05PG801,81.288,WSC,1,"BIG WHITESHELL LAKE AT BIG WHITESHELL LAKE",Level,50.0547592778184,-95.3382345446885,A
05PG802,9.7722,WSC,1,"STAR LAKE NEAR OUTLET CONTROL STRUCTURE",Level,49.7588818615088,-95.2328691508906,A
05PG803,157.8771,WSC,1,"WEST HAWK LAKE AT WEST HAWK LAKE(CAMPGROUND)",Level,49.7978314507609,-95.1738698502134,A
05PG806,213.3423,WSC,1,"CADDY LAKE AT CADDY LAKE(CAMPGROUND)",Level,49.8274237631962,-95.2320770172405,A
05PG807,139.8276,WSC,1,"BRERETON LAKE AT BRERETON LAKE(INVERNESS FALLS)",Level,49.9280206349444,-95.5461215401769,A
05PG809,904.0986,WSC,1,"JESSICA LAKE ABOVE JESSICA LAKE DAM",Level,50.0346546600846,-95.5064751184319,A
05PG810,1006.9299,WSC,1,"BETULA LAKE AT BETULA LAKE RESORT",Level,50.0929468364274,-95.5775171345081,A
05PG811,932.2371,WSC,1,"WHITE LAKE AT WHITE LAKE CAMPGROUND",Level,50.04163654589,-95.5600079619978,A
05PG812,943.3116,WSC,1,"WHITESHELL RIVER ABOVE WHITE LAKE DAM",Level,50.0549313235219,-95.5171370983983,A
05PH001,3756.5379,WSC,1,"WHITEMOUTH RIVER AT WHITEMOUTH",<NA>,49.9535537422115,-95.968860005185,D
05PH003,3746.0925,WSC,1,"WHITEMOUTH RIVER NEAR WHITEMOUTH",Discharge/Level,49.9392528219602,-95.9571705102109,A
05PH004,243.0504,WSC,1,"WHITEMOUTH LAKE NEAR VASSAR",Level,49.2692838727526,-95.6269760447087,D
05PH005,243.6813,WSC,1,"WHITEMOUTH LAKE NEAR THE OUTLET",Level,49.2719739878094,-95.6236610672045,D
05PH006,247.6125,WSC,1,"WHITEMOUTH RIVER BELOW OUTLET OF WHITEMOUTH LAKE",Discharge,49.2816601637856,-95.6124646893938,D
05PH007,974.4363,WSC,1,"BIRCH RIVER NEAR PRAWDA",Discharge/Level,49.6797272294282,-95.7896178998462,A
05PJ001,1039.5567,WSC,1,"BIRD RIVER AT OUTLET OF BIRD LAKE",Discharge/Level,50.462770453094,-95.4139844837969,A
05QA001,13635.8676,WSC,1,"ENGLISH RIVER NEAR SIOUX LOOKOUT",Discharge,50.0701198863238,-91.945758500954,D
05QA002,6170.0031,WSC,1,"ENGLISH RIVER AT UMFREVILLE",Discharge/Level,49.8598588056394,-91.5182240045342,A
05QA004,4438.8999,WSC,1,"STURGEON RIVER AT MCDOUGALL MILLS",Discharge/Level,50.1679142493432,-91.5413165388272,A
05QA005,187.0083,WSC,1,"BELL RIVER ABOVE STURGEON LAKE",Discharge,49.8866625542336,-90.9313656234248,D
05QA006,14146.8507,WSC,1,"PELICAN LAKE AT SIOUX LOOKOUT",Level,50.1236113844579,-92.0231237285772,A
05QB001,38805.9903,WSC,1,"LAC SEUL AT LAC SEUL",Level,50.6312893553195,-93.2206367859588,A
05QB002,38805.9903,WSC,1,"LAC SEUL AT HUDSON",Level,50.6312893553195,-93.2206367859588,A
05QB003,38805.9903,WSC,1,"LAC SEUL AT GOLDPINES",Level,50.6312893553195,-93.2206367859588,A
05QB005,12260.5164,WSC,1,"LAKE ST. JOSEPH DIVERSION ABOVE CONTROL DAM",Discharge,50.8693068220522,-91.4528532032127,D
05QB006,12260.5164,WSC,1,"LAKE ST. JOSEPH DIVERSION AT ROOT PORTAGE",Discharge,50.8693068220522,-91.4528532032127,D
05QB007,-1,WSC,1,"ENGLISH RIVER AT PINE RIDGE",Discharge,50.6312893553195,-93.2206367859588,D
05QC001,4360.0266,WSC,1,"CHUKUNI RIVER NEAR EAR FALLS",Discharge/Level,50.8736157095973,-93.484666343377,A
05QC003,2332.3527,WSC,1,"TROUTLAKE RIVER ABOVE BIG FALLS",Discharge,50.9048546456254,-93.0927226536275,D
05QC004,8061.7725,WSC,1,"PAKWASH LAKE BELOW SNAKE FALLS",Level,50.6820231282648,-93.5164220568324,A
05QC005,3328.4286,WSC,1,"RED LAKE AT FORESTRY POINT",Level,51.0249743151126,-93.7646884386205,A
05QC006,58.2066,WSC,1,"GOLDEN CREEK NEAR RED LAKE",Discharge/Level,51.2011355553616,-93.7079353953022,A
05QC007,2302.4862,WSC,1,"TROUTLAKE RIVER BELOW WOMAN RIVER",Discharge/Level,50.9388579699194,-93.095091482286,A
05QD001,8739.1296,WSC,1,"WABIGOON RIVER AT WABIGOON FALLS",Discharge,50.2550985061912,-93.9171872738735,D
05QD002,6652.8189,WSC,1,"WABIGOON RIVER BELOW RAILWAY BRIDGE, NEAR QUIBELL",Discharge,49.9644013854157,-93.4057269838132,D
05QD003,2497.5864,WSC,1,"EAGLE RIVER AT EAGLE RIVER",Discharge,49.7896523047102,-93.1961054371162,D
05QD006,6539.8482,WSC,1,"WABIGOON RIVER NEAR QUIBELL",Discharge/Level,49.9583360157945,-93.4006516949198,A
05QD007,2.6199,WSC,1,"LAKE 305 NEAR KENORA",Level,49.6848524351918,-93.6996188292455,D
05QD008,0.3213,WSC,1,"LAKE 227 OUTLET NEAR KENORA",Discharge,49.6889743033215,-93.6906718708101,D
05QD009,0.3213,WSC,1,"LAKE 227 NEAR KENORA",Level,49.6889743033215,-93.6906718708101,D
05QD010,2334.0438,WSC,1,"WABIGOON RIVER NEAR DRYDEN",Discharge,49.8144512558209,-92.8733726520262,D
05QD011,5.6646,WSC,1,"LAKE 230 OUTLET NEAR KENORA",Discharge,49.6641376157584,-93.6433762276308,D
05QD012,12.8007,WSC,1,"LAKE 261 OUTLET NEAR KENORA",Discharge,49.7170662794853,-93.6908477530213,D
05QD013,0.7713,WSC,1,"LAKE 265 OUTLET NEAR KENORA",Discharge,49.725211108306,-93.6330014992198,D
05QD015,0.9405,WSC,1,"LAKE 226 OUTLET NEAR KENORA",Discharge,49.6905333914029,-93.7367328617322,D
05QD016,2280.7566,WSC,1,"WABIGOON RIVER AT DRYDEN",Discharge,49.7824554953249,-92.8427448314088,A
05QD017,2.4561,WSC,1,"LAKE 223 OUTLET NEAR KENORA",Discharge,49.70029110575,-93.7137734459877,D
05QD018,0.999,WSC,1,"LAKE 224 OUTLET NEAR KENORA",Discharge,49.6929614880823,-93.7120789236034,D
05QD019,0.1782,WSC,1,"LAKE 225 OUTLET NEAR KENORA",<NA>,49.6884305147565,-93.7148106547879,D
05QD020,7019.8209,WSC,1,"CLAY LAKE NEAR QUIBELL",Discharge,50.062075926363,-93.5726270407053,D
05QD021,2.4462,WSC,1,"LAKE 223 NEAR KENORA",Level,49.6997423924975,-93.7133864128526,D
05QD022,0.9927,WSC,1,"LAKE 302 NEAR KENORA",Level,49.6807163029151,-93.7571911576458,D
05QD023,1.0008,WSC,1,"LAKE 302 OUTLET NEAR KENORA",Discharge,49.6807253132227,-93.7576062999907,D
05QD024,0.9927,WSC,1,"LAKE 302 UPLAND WATERSHED NEAR KENORA",Discharge,49.6807163029151,-93.7571911576458,D
05QD025,1.9539,WSC,1,"LAKE 382 OUTFLOW",Discharge,49.7087133898111,-93.6796452580222,D
05QD026,0.9315,WSC,1,"LAKE 373 OUTFLOW NEAR KENORA",<NA>,49.7457245326611,-93.7913047028497,D
05QD027,0.3321,WSC,1,"LAKE 632 OUTFLOW NEAR KENORA",Discharge/Level,49.676602249894,-93.7918942318333,D
05QD028,0.3321,WSC,1,"LAKE 632 NEAR KENORA",Discharge,49.676602249894,-93.7918942318333,D
05QD029,223.1991,WSC,1,"FOREST LAKE ABOVE CANYON LAKE",Level,49.9574517924663,-93.6115342377149,A
05QE005,64563.2199,WSC,1,"ENGLISH RIVER AT CARIBOU FALLS",Discharge,50.2664669144166,-94.9762339830119,D
05QE006,38805.9903,WSC,1,"ENGLISH RIVER AT EAR FALLS",Discharge,50.6312893553195,-93.2206367859588,D
05QE007,48917.5074,WSC,1,"ENGLISH RIVER AT MANITOU FALLS",Discharge,50.5840720161107,-93.4542155623982,D
05QE008,1631.9619,WSC,1,"CEDAR RIVER BELOW WABASKANG LAKE",Discharge/Level,50.5074901663382,-93.259204061718,A
05QE009,1752.2847,WSC,1,"STURGEON RIVER AT OUTLET OF SALVESEN LAKE",Discharge/Level,50.3524570514518,-94.4670010960238,A
05QE011,1752.0228,WSC,1,"SALVESEN LAKE NEAR OUTLET",Level,50.3542751433832,-94.4622941451586,D
05QE012,548.7876,WSC,1,"LONG-LEGGED RIVER BELOW LONG-LEGGED LAKE",Discharge/Level,50.6768548638609,-93.9696961367673,A
05QE013,59957.0028,WSC,1,"BALL LAKE AT BALL LAKE LODGE",Level,50.2623251038205,-94.0259223608282,D
05QE014,61299.81,WSC,1,"SEPARATION LAKE AT WALSTENS OUTPOST CAMP",Level,50.2492428836522,-94.469416983507,D
05QE015,21.5334,WSC,1,"GRASSY NARROWS LAKE AT GRASSY NARROWS",Level,50.162754166072,-94.0229192439279,A
05RA001,1819.78,WSC,1,"MANIGOTAGAN RIVER NEAR MANIGOTAGAN",Discharge/Level,51.10105379,-96.28315734,A
05RA002,749.7009,WSC,1,"BLACK RIVER NEAR MANIGOTAGAN",Discharge,50.8620790454117,-96.2538189198073,D
05RA802,1454.1768,WSC,1,"WANIPIGOW LAKE NEAR BISSETT (CAMPGROUND)",Level,51.1053398960194,-96.0358558742491,D
05RB001,1102.158,WSC,1,"SASAGINNIGAK LAKE AT FORESTRY TOWER",Level,51.5577805058657,-95.7454106445855,D
05RB002,1102.158,WSC,1,"SASAGINNIGAK LAKE AT SASAGINNIGAK LAKE LODGE",Level,51.5577805058657,-95.7454106445855,D
05RB003,9171.8478,WSC,1,"BLOODVEIN RIVER ABOVE BLOODVEIN BAY",Discharge/Level,51.7030874501258,-96.6048440994756,A
05RC001,5727.6108,WSC,1,"BERENS RIVER ABOVE BERENS LAKE",Discharge/Level,51.8095923524052,-93.5212310420789,A
05RD001,15788.7738,WSC,1,"BERENS RIVER ABOVE LITTLE GRAND RAPIDS",Discharge,52.0501190778333,-95.4669215301045,D
05RD005,-1,WSC,1,"LAKE WINNIPEG AT BERENS RIVER",<NA>,53.6983381470879,-97.8605483537235,A
05RD006,-1,WSC,1,"FAMILY LAKE AT LITTLE GRAND RAPIDS",Level,52.086149269873,-95.610229110585,A
05RD007,-1,WSC,1,"BERENS RIVER AT OUTLET OF LONG LAKE",Discharge,52.2032548543281,-96.10339831528,D
05RD008,-1,WSC,1,"PIGEON RIVER AT OUTLET OF ROUND LAKE",Discharge,52.0297640249898,-96.3953827427194,D
05RD009,-1,WSC,1,"ROUND LAKE AT FORESTRY DOCK",Level,52.0297640249898,-96.3953827427194,D
05RD010,-1,WSC,1,"LONG LAKE NEAR LITTLE GRAND RAPIDS",Discharge/Level,52.2013900201333,-96.0879617086659,D
05RD011,-1,WSC,1,"ROUND LAKE AT OUTLET",Level,52.0295003437659,-96.3940629867174,A
05RE001,6887.7207,WSC,1,"POPLAR RIVER AT OUTLET OF WEAVER LAKE",Discharge,52.7780895487937,-96.7542586234367,D
05RE002,6887.2815,WSC,1,"WEAVER LAKE AT OUTLET",Level,52.772712063411,-96.7568410230947,A
05RE003,-1,WSC,1,"LAKE WINNIPEG AT GEORGE ISLAND",<NA>,53.6983381470879,-97.8605483537235,A
05RF001,-1,WSC,1,"LAKE WINNIPEG AT MONTREAL POINT",<NA>,53.6983381470879,-97.8605483537235,A
05SA001,1470.0123,WSC,1,"BROKENHEAD RIVER AT ST. OUENS",<NA>,50.0496929794475,-96.4480335788865,D
05SA002,1506.096,WSC,1,"BROKENHEAD RIVER NEAR BEAUSEJOUR",<NA>,50.0902264699757,-96.4283266998173,A
05SA003,-1,WSC,1,"LAKE WINNIPEG AT VICTORIA BEACH",<NA>,53.6983381470879,-97.8605483537235,A
05SA004,717.9984,WSC,1,"BROKENHEAD RIVER NEAR VIVIAN",<NA>,49.8857422447089,-96.3657948315662,D
05SA005,-1,WSC,1,"LAKE WINNIPEG AT TRAVERSE BAY",<NA>,53.6983381470879,-97.8605483537235,D
05SA013,543.8322,WSC,1,"BROKENHEAD RIVER NEAR ROSS",<NA>,49.7662341555818,-96.3572995837088,D
05SB001,-1,WSC,1,"LAKE WINNIPEG AT WINNIPEG BEACH",<NA>,53.6983381470879,-97.8605483537235,D
05SB002,182.6001,WSC,1,"WILLOW CREEK NEAR GIMLI",<NA>,50.5804554329719,-97.0444487639992,D
05SB003,252.1764,WSC,1,"FISH LAKE AT OUTLET CONTROL STRUCTURE",<NA>,50.7465293114786,-97.3185202700943,D
05SB004,252.1845,WSC,1,"FISH LAKE DRAIN NEAR MELEB",<NA>,50.7465345940963,-97.3180945688093,D
05SB005,341.154,WSC,1,"FISH LAKE DRAIN NEAR CAMP MORTON",<NA>,50.703516053723,-97.0185439219644,D
05SB006,-1,WSC,1,"LAKE WINNIPEG AT GIMLI",<NA>,53.6983381470879,-97.8605483537235,A
05SC002,1258.5249,WSC,1,"ICELANDIC RIVER NEAR RIVERTON",<NA>,50.9647162900248,-97.0376827037937,A
05SD001,-1,WSC,1,"LAKE WINNIPEG AT PINE DOCK",<NA>,53.6983381470879,-97.8605483537235,A
05SD002,-1,WSC,1,"LAKE WINNIPEG AT MATHESON ISLAND LANDING",<NA>,53.6983381470879,-97.8605483537235,A
05SD003,1651.3371,WSC,1,"FISHER RIVER NEAR DALLAS",<NA>,51.355858677536,-97.5122885057099,A
05SD004,406.9314,WSC,1,"EAST FISHER RIVER NEAR HODGSON",<NA>,51.2149087543356,-97.5330452524364,A
05SD005,657.1278,WSC,1,"FISHER RIVER NEAR FISHERTON",<NA>,51.1854799899096,-97.7011004552218,A
05SD006,2116.8216,WSC,1,"FISHER RIVER NORTH OF DALLAS",<NA>,51.4099417542087,-97.4705502707783,A
05SD801,41.9436,WSC,1,"OTTER LAKE NEAR BROAD VALLEY",<NA>,50.9861310841823,-97.7971503987719,A
05SD802,887.6097,WSC,1,"LAKE ST. GEORGE NEAR KOOSTATAK",<NA>,51.8123189502594,-97.4031796398285,A
05SF001,-1,WSC,1,"LAKE WINNIPEG AT ANAMA BAY",<NA>,53.6983381470879,-97.8605483537235,D
05SG001,-1,WSC,1,"LAKE WINNIPEG AT MISSION POINT",<NA>,53.6983381470879,-97.8605483537235,A
05TA001,2973.816,WSC,1,"REED LAKE NEAR CRANBERRY PORTAGE",<NA>,54.6568188555058,-100.267316246448,D
05TA002,295.0398,WSC,1,"SIMONHOUSE LAKE NEAR CRANBERRY PORTAGE",<NA>,54.6372562348874,-101.170043035857,D
05TB002,3226.5126,WSC,1,"GRASS RIVER AT WEKUSKO FALLS",<NA>,54.7888346401066,-99.9717602190588,D
05TB003,4900.4523,WSC,1,"WEKUSKO LAKE AT BERRY BAY WHARF",<NA>,54.8088937341586,-99.7587067326295,D
05TB801,314.991,WSC,1,"SNOW LAKE AT SNOW LAKE",<NA>,54.8731008712083,-99.9786865348557,D
05TC701,10908.5157,WSC,1,"SETTING LAKE ABOVE SASAGIU RAPIDS",<NA>,55.1457049589168,-98.4511271222189,A
05TD001,15402.5766,WSC,1,"GRASS RIVER ABOVE STANDING STONE FALLS",<NA>,55.7402259991305,-97.0051057825058,A
05TD002,1102.1463,WSC,1,"WINTERING LAKE AT THICKET PORTAGE",<NA>,55.512566572989,-97.5356113204061,D
05TE001,6670.7622,WSC,1,"BURNTWOOD RIVER ABOVE THREE POINT LAKE",<NA>,55.4625615000133,-99.0988580612505,D
05TE002,5825.4345,WSC,1,"BURNTWOOD RIVER ABOVE LEAF RAPIDS",<NA>,55.4965000749186,-99.2198149330127,A
05TF001,1443.24,WSC,1,"FOOTPRINT LAKE AT NELSON HOUSE",<NA>,55.7634796226865,-98.9088115638026,A
05TF002,638.3916,WSC,1,"FOOTPRINT RIVER ABOVE FOOTPRINT LAKE",<NA>,55.9301978780297,-98.8860187420713,A
05TF003,6118.0524,WSC,1,"RAT RIVER BELOW NOTIGI CONTROL STRUCTURE",<NA>,55.8596133884472,-99.2931781514505,D
05TF004,4916.6622,WSC,1,"RAT LAKE NEAR NOTIGI CONTROL STRUCTURE",<NA>,56.1247069391739,-99.4791933694784,A
05TF006,16450.182,WSC,1,"WUSKWATIM LAKE NEAR THOMPSON",<NA>,55.5422675091383,-98.5170891999066,A
05TF701,6710.04,WSC,1,"WAPISU LAKE 5 KM BELOW NOTIGI CONTROL",<NA>,55.7262995826597,-99.1276663456253,A
05TF703,15407.9226,WSC,1,"THREEPOINT LAKE NEAR NELSON HOUSE",<NA>,55.6766315818821,-98.8585835812672,A
05TF710,5985.6156,WSC,1,"NOTIGI FOREBAY",<NA>,55.8593081603434,-99.3338912177055,A
05TF771,16450.1703,WSC,1,"WUSKWATIM LAKE - SOUTHWEST SHORE",<NA>,55.5427903776738,-98.5176051490584,A
05TF772,16450.182,WSC,1,"WUSKWATIM LAKE - LAKE ENTRANCE",<NA>,55.5422675091383,-98.5170891999066,A
05TF774,16450.182,WSC,1,"WUSKWATIM LAKE - NORTHEAST SHORE",<NA>,55.5422675091383,-98.5170891999066,A
05TF784,383.4936,WSC,1,"LEFTROOK LAKE",<NA>,56.0464549413425,-98.7353148546968,A
05TG001,18487.2069,WSC,1,"BURNTWOOD RIVER NEAR THOMPSON",<NA>,55.7426490703983,-97.8972826312884,A
05TG002,894.0303,WSC,1,"TAYLOR RIVER NEAR THOMPSON",<NA>,55.4899055774804,-98.1920149354409,A
05TG003,6098.9967,WSC,1,"ODEI RIVER NEAR THOMPSON",<NA>,55.9948022690095,-97.3582820658646,A
05TG004,19262.8782,WSC,1,"BURNTWOOD RIVER BELOW FIRST RAPIDS",<NA>,56.0876668336575,-96.835713575621,<NA>
05TG005,17351.6391,WSC,1,"BURNTWOOD RIVER ABOVE MANASAN FALLS",<NA>,55.7154798040498,-97.9460972815643,A
05TG006,426.582,WSC,1,"SAPOCHI RIVER NEAR NELSON HOUSE",<NA>,55.9084619530568,-98.4920757353069,A
05TG701,17350.8129,WSC,1,"BURNTWOOD RIVER 0.5 KM ABOVE MANASAN FALLS",<NA>,55.7202600982251,-97.9473136955706,A
05TG702,18524.6397,WSC,1,"BURNTWOOD RIVER 0.2 KM BELOW MILES HART BRIDGE",<NA>,55.7524399409506,-97.8325514925573,A
05TG703,18479.2284,WSC,1,"BURNTWOOD RIVER IN BIRCHTREE MINE PUMPHOUSE",<NA>,55.7166995644334,-97.9365062115924,A
05TG707,16724.1798,WSC,1,"BURNTWOOD RIVER 0.4 KM ABOVE BIRCHTREE LAKE",<NA>,55.6980566777735,-98.048926017022,A
05TG712,18988.0695,WSC,1,"APUSSIGAMASI LAKE 230 M ABOVE THE EXIT",<NA>,55.9439926733233,-97.3500965409226,A
05UA003,4589.3961,WSC,1,"GUNISAO RIVER AT JAM RAPIDS",<NA>,53.8225100726818,-97.7741309910523,A
05UB001,140915.0088,WSC,1,"NELSON RIVER AT NORWAY HOUSE",<NA>,54.0567440277148,-97.7427723282803,A
05UB002,135369.8658,WSC,1,"NELSON RIVER NEAR WARREN LANDING",<NA>,53.7265986481092,-97.8669292504845,D
05UB003,135356.0274,WSC,1,"NELSON RIVER AT WARREN LANDING",<NA>,53.6983381470879,-97.8605483537235,D
05UB005,135713.1267,WSC,1,"PLAYGREEN LAKE AT ENTRANCE TO EAST NELSON RIVER",<NA>,53.9483189352707,-97.9982817553986,A
05UB008,141750.9243,WSC,1,"NELSON RIVER (EAST CHANNEL) BELOW SEA RIVER FALLS",<NA>,54.2420738148547,-97.5890930267217,A
05UC701,3670.4907,WSC,1,"MINAGO RIVER 0.8 KM BELOW DRUNKEN LAKE",<NA>,54.5398282862464,-98.3636972614194,A
05UC702,3170.3832,WSC,1,"MINAGO RIVER 3.8 KM BELOW HILL LAKE",<NA>,54.5000878745558,-98.6123335217746,A
05UC703,3010.923,WSC,1,"HILL LAKE NEAR MINAGO RIVER OUTLET",<NA>,54.4031221297825,-98.8058570455661,A
05UC704,3010.923,WSC,1,"HILL LAKE NEAR MINAGO RIVER INLET",<NA>,54.4031221297825,-98.8058570455661,A
05UD001,154684.1709,WSC,1,"CROSS LAKE AT CROSS LAKE",<NA>,54.7210324811641,-97.8854569339903,A
05UD004,154817.4249,WSC,1,"NELSON RIVER ABOVE BLADDER RAPIDS",<NA>,54.775575515198,-97.9314712456015,D
05UD005,160138.3212,WSC,1,"SIPIWESK LAKE AT CROSS PORTAGE",<NA>,55.2177051100029,-97.2944959176525,D
05UD006,160138.5093,WSC,1,"SIPIWESK LAKE AT FORESTRY DOCK",<NA>,55.2180128795908,-97.2906965625962,A
05UD007,160138.4967,WSC,1,"SIPIWESK LAKE AT SIPIWESK LANDING",<NA>,55.2180026255208,-97.2916486955309,A
05UD008,154684.1709,WSC,1,"CROSS LAKE BELOW JENPEG",<NA>,54.7210324811641,-97.8854569339903,D
05UD009,154684.1709,WSC,1,"CROSS LAKE ABOVE WHITEMUD FALLS",<NA>,54.7210324811641,-97.8854569339903,D
05UD701,154684.1835,WSC,1,"NELSON RIVER 450 M BELOW THE CROSS LAKE WEIR",<NA>,54.7212993603772,-97.8854701225481,A
05UD703,154684.1709,WSC,1,"NELSON RIVER 430 M ABOVE THE CROSS LAKE WEIR",<NA>,54.7210324811641,-97.8854569339903,A
